NAME;PRODUCT_CODE; PRICE
Acondicionador Plusbelle Brillo Sublime Effect x 650 Ml ALICORP;7790740507770;57,11
Alcohol Alimenticio Etílico 96° M.F. x 500 Cc FRADEALCO S.A.;7792378001712;23,64
Alcohol en Gel Sanitizante c/válvula Algabo x 300 Ml ALGABO S.A.;7791274196522;50,11
Alcohol en Gel -Satinitizante para Manos Dr. Farma X 300 Ml COSMETEC S.A.;7792143730007;30,02
Antitranspirante Aerosol Antibacterial Rexona x 150 Ml UNILEVER;7791293025537;36
Antitranspirante Aerosol Black Axe X 90 Gr UNILEVER;7791293028774;36
Antitranspirante Aerosol Rexona Antibacterial Mujer Compress x 150 Ml UNILEVER;77904331;36
Antitranspirante Piel Siempre Joven Roll On Plusbelle x 50 Gr ALICORP;77948632;21,77
Antitranspirante Roll On Flowers Hinds x 60 Gr GLAXOSMITHKLINE ARGENTINA S.A.;7794640171376;24,16
Antitranspirante Roll On Hombre Etiquet x 60 Gr GLAXOSMITHKLINE ARGENTINA S.A.;7794490630511;24,16
Baño de Crema Pote Aloe Vera Algabo x 350 Gr ALGABO S.A.;7791274195983;58,32
Cepillo Dental Classic Oral B x 1 Un PROCTER & GAMBLE;7702018652372;24,18
Cepillo Mediano Regular Ora Clean G.U.M x 1 Un SUNSTAR AMERICAS INC SUC ARG;70942121842;48,69
Colonia Ambré x 500 Ml ALGABO S.A.;7791274087134;73,82
Crema Corporal Pomo Fresh Algabo x 200 Ml ALGABO S.A.;7791274004407;46,82
Crema Corporal Pomo Milk Algabo x 200 Ml ALGABO S.A.;7791274004414;46,82
Crema de Manos y Cuerpo - Lady Love (Raspberry) Lola Puga X 200 Gr COSMETEC S.A.;7792143700611;29,27
Crema de Ordeñe Clásica (Vitaminas + Alantoina) VIVANT X 200 Gr COSMETEC S.A.;7792143012318;42,66
Crema Dental Multi Proteccion Sensodyne x 50 Gr GLAXOSMITHKLINE ARGENTINA S.A.;7896009419270;39,28
Crema Dental Triple 123 Extra Fresh Kolynos x 90 Gr COLGATE PALMOLIVE S.A.;7793100120220;13,26
Crema Dental Triple Proteccion Aquafresh x 85 Gr GLAXOSMITHKLINE ARGENTINA S.A.;7794640171819;36,7
Crema para Peinar Argan Algabo x 300 Ml ALGABO S.A.;7791274005121;51,79
Crema para Piel Normal Hidratacion Esencial en Botella Hinds x 250 Ml GLAXOSMITHKLINE ARGENTINA S.A.;7794640171468;44,04
Crema Post Solar Aloe Cocoa Beach x 200 Ml ALGABO S.A.;7791274001956;124,2
Desodorante Antibacterial Rexona x 90 Gr UNILEVER;7791293032375;36
Desodorante Patrichs L'uomo x 155 Gr UNILEVER;7791293027937;36
Enjuague Bucal Soft Mint Zero Alcohol COLGATE PLAX 250 Ml COLGATE PALMOLIVE S.A.;7793100141379;63,41
Fécula para Bebés Algabo Baby x 200 Gr ALGABO S.A.;7791274196546;47,41
Gel Brillo y Control en Pomo Transparente Algabo x 150 Gr ALGABO S.A.;7791274196447;32,5
Gel Fijación Fuerte en Pomo Azul Algabo x 150 Gr ALGABO S.A.;7791274196454;32,5
Hilo Dental de Cera Mentolada Dental Floss G.U.M x 129 Mts SUNSTAR AMERICAS INC SUC ARG;70942303194;49,3
Hisopos para Bebés Q- Soft Estuche x 30 Un PRIFAMON;7790773007131;30
Hisopos Tubo Algabo x 100 Un ALGABO S.A.;7791274005237;25,59
Hisopos Tubo Algabo x 200 Un ALGABO S.A.;7791274005244;43,09
Jabón Barra Cream Activ Natural Lifebouy x 90 Gr UNILEVER;7791293031699;16,98
Jabón Barra Total 10 Lifebouy x 90 Gr UNILEVER;7791293031712;16,98
Jabón de Tocador Antibacterial Clinerol Pack x 3 Un x 270 Gr JOSÉ GUMA;7790828001848;24,3
Jabón de Tocador de Glicerina Kenia Pack x 3 Un x 270 Gr JOSÉ GUMA;7790828101555;31,31
Jabón de Tocador de Glicerina Neutro Sin Perfume Duc x 125 Gr JOSÉ GUMA;7790828001466;14,01
Jabón de Tocador Duke Armonic x 130 Gr JOSÉ GUMA;7790828101036;9,3
Jabón de Tocador Duke Armonic x 90 Gr JOSÉ GUMA;7790828002609;7,09
Jabón Líquido - Blueberry Lola Puga x 221 Ml COSMETEC S.A.;7792143710306;34,88
Jabón Líquido - Citrus Lola Puga x 221 Ml COSMETEC S.A.;7792143710290;34,88
Jabón Líquido - Lemon Lola Puga x 221 Ml COSMETEC S.A.;7792143710313;34,88
Jabón Líquido - Verbena Lola Puga x 221 Ml COSMETEC S.A.;7792143710320;34,88
Jabón Líquido con Válvula Citrus Algabo x 300 Ml ALGABO S.A.;7791274193408;43,73
Jabón Líquido con Válvula Floral Algabo x 300 Ml ALGABO S.A.;7791274193415;43,73
Jabón Líquido con Válvula Green Tea Algabo x 300 Ml ALGABO S.A.;7791274193392;43,73
Jabón Líquido Doypack Citrus Algabo x 300 Ml ALGABO S.A.;7791274196010;30,46
Jabón líquido Doypack Floral Algabo x 300 Ml ALGABO S.A.;7791274196003;31,05
Jabón Líquido Doypack Green Tea Algabo x 300 Ml ALGABO S.A.;7791274196041;30,46
Jabón Night Therapy Plusbelle 3 x 125 Gr ALICORP;7790990586785;38,56
Maquina de Afeitar Bic Comfort 3 Action Normal x 2 Un BIC;70330717510;51,84
Maquina de Afeitar Bic Comfort 3 Action Sensitive x 2 Un BIC;70330717527;51,84
Paquete de Pañuelos Compacto Blanco Elite x 8 x 6 Un LA PAPELERA DEL PLATA S.A.;7790250054764;19,44
Preservativos con Espermicida Tulipán x 6 Un KOPELCO S.A.;7791014001642;44,71
Preservativos Super Fino Tulipán x 6 Un KOPELCO S.A.;7791014001536;51,03
Preservativos Tachas Tulipán x 6 Un KOPELCO S.A.;7791014001635;45,36
Preservativos Ultra resistente Tulipán x 6 Un KOPELCO S.A.;7791014001550;44,71
Protector Solar F15 Cocoa Beach x 200 Ml ALGABO S.A.;7791274004087;199,8
Protector Solar F30 Cocoa Beach x 200 Ml ALGABO S.A.;7791274004094;213,84
Protector Solar F45 Cocoa Beach x 200 Ml ALGABO S.A.;7791274004100;253,8
Quitaesmalte Humectante Algabo x 120 Ml ALGABO S.A.;7791274189494;32,94
Quitaesmalte Keratina Algabo x 120 Ml ALGABO S.A.;7791274000607;32,94
Repelente Crema Familiy Active Accion Instantánea Off x 200 Gr S.C. JOHNSON Y SON DE ARG. S.A.;7790520012173;47,12
Repelente en Aerosol Máxima Duración Livopen x 165 Ml UNILEVER;7791290786561;79,18
Repelente en Aerosol Protección Total Livopen x 165 Ml UNILEVER;7791290786554;59,38
Repelente Off Family Aerosol Active OFF! 12x165ml S.C. JOHNSON Y SON DE ARG. S.A.;7790520009494;63
Repelente para Mosquitos Crema Stop Vais x 200 Cc ALGABO S.A.;7791274195938;42,66
Repelente para Mosquitos Spray Stop Vais x 200 Cc ALGABO S.A.;7791274195952;59,18
Shampoo Anticaspa 2 en 1 Clear Dual Effect x 200 Ml UNILEVER;7501056342944;47,8
Shampoo Anticaspa Caida Defense Clear x 200 Ml UNILEVER;7501056344030;47,8
Shampoo Anticaspa Ice Cool Menthol Clear x 200 Ml UNILEVER;7501056343040;47,8
Shampoo Anticaspa Men Caída Control Clear x 200 Ml UNILEVER;7501056344047;47,8
Shampoo Anticaspa Suavidad y Brillo Clear x 200 Ml UNILEVER;7891150055025;47,8
Shampoo Antioxidante Plusbelle x 1 Lt ALICORP;7790740505592;50,35
Shampoo Brillo Intenso B3 Duc x 350 Ml JOSÉ GUMA;7790828001725;54,02
Shampoo Brillo Sublime Effect Plusbelle x 650 Ml ALICORP;7790740507732;57,11
Shampoo con Extracto de Seda Frizz Out Duc x 350 Ml JOSÉ GUMA;7790828001701;54,02
Shampoo con Extracto de Seda Hidratacion Revitalizante Duc x 350 Ml JOSÉ GUMA;7790828104181;54,02
Shampoo con Extracto de Seda Liso Radiante Duc x 350 Ml JOSÉ GUMA;7790828104150;54,02
Shampoo con Extracto de Seda Rizos Perfectos Duc x 350 Ml JOSÉ GUMA;7790828104167;54,02
Shampoo DoyPack Coco & Miel Algabo Natural x 300 Ml. ALGABO S.A.;7791274196966;24,3
Shampoo Herbal Essences Prolóngalo x 300 Ml PROCTER & GAMBLE;7506295302322;53,5
Spray Repelente de Insectos Dr. Farma X 200 Ml COSMETEC S.A.;7792143740006;52,92
Tampones Femeninos Tamaño Medio Intima x 20 Un JVASWISS Personal Care Products SRL;662425027040;43,9
Tampones Femeninos Tamaño Medio Intima x 8 Un JVASWISS Personal Care Products SRL;662425026821;22,9
Tampones Femeninos Tamaño Super Intima x 20 Un JVASWISS Personal Care Products SRL;662425026753;43,9
Tampones Femeninos Tamaño Super Intima x 8 Un JVASWISS Personal Care Products SRL;662425026845;22,9
Hisopos Babelito en Pote x 125 Un LÍNEA PARA EL BEBÉ BABELITO S.A.;7793970551377;33,33
Jabón Humectante para Bebé Babelito x 90 Gr LÍNEA PARA EL BEBÉ BABELITO S.A.;7793970551322;22,33
Mamadera con Tetina de Silicona x 250 Ml LÍNEA PARA EL BEBÉ BABELITO S.A.;7793970135614;85
Pañales Huggies Classic G Mega face Off 4x22 Un KIMBERLY CLARK ARGENTINA S.A.;7794626009228;96,43
Pañales Huggies Classic M Mega face Off 5x26 Un KIMBERLY CLARK ARGENTINA S.A.;7794626009211;96,43
Pañales Huggies Classic XG Mega Face Off 12x18 Un KIMBERLY CLARK ARGENTINA S.A.;7794626009235;96,43
Pañales Huggies Classic XXG Mega Face Off 8x17 Un KIMBERLY CLARK ARGENTINA S.A.;7794626009242;96,43
Pañales Talle Grande Mega Supersec Pampers x 22 Un PROCTER & GAMBLE;7500435005869;92,13
Pañales Talle Mediano Mega Supersec Pampers x 26 Un PROCTER & GAMBLE;7500435005852;92,13
Pañales Talle Pequeño Supersec Pampers x 30 Un PROCTER & GAMBLE;7500435005845;92,13
Pañales Talle XG Mega Supersec Pampers x 18 Un PROCTER & GAMBLE;7500435005876;92,13
Pañales Talle XXG Supersec Classic Pampers x 18 Un PROCTER & GAMBLE;7500435005883;92,13
PRIFAMON;7790773008350;36
Toallitas Quitaesmalte Q-Soft x10 Un PRIFAMON;7790773008442;48
Shampoo de Manzana Algabo x 930 Cc ALGABO S.A.;7791274195068;37,64
Shampoo DoyPack Coco & Miel Algabo Natural x 300 Ml. ALGABO S.A.;7791274196966;22,5
Shampoo Herbal Essences Prolóngalo x 300 Ml PROCTER & GAMBLE;7506295302322;53,5
Shampoo Mix Fruit Algabo x 930 Cc ALGABO S.A.;7791274195082;37,64
Spray Repelente de Insectos Dr. Farma X 200 Ml COSMETEC S.A.;7792143740006;49
Tampones Femeninos Tamaño Medio Intima x 20 Un JVASWISS Personal Care Products SRL;662425027040;43,9
Tampones Femeninos Tamaño Medio Intima x 8 Un JVASWISS Personal Care Products SRL;662425026821;22,9
Tampones Femeninos Tamaño Super Intima x 20 Un JVASWISS Personal Care Products SRL;662425026753;43,9
Tampones Femeninos Tamaño Super Intima x 8 Un JVASWISS Personal Care Products SRL;662425026845;22,9
Toallas Desmaquillante Hidratante Paquete Q Soft x 25 Un PRIFAMON;7790773008459;49,9
Toallas Desmaquillantes Refresh Q Soft x 25 Un PRIFAMON;7790773080219;49,9
Toallas Femeninas con Alas Plus Suave Always x 8 Un PROCTER & GAMBLE;7500435023320;25,78
Toallas Húmedas para Bebés Algabo Baby x 50 Un ALGABO S.A.;7791274197192;37,25
Toallitas Húmedas Bebé Q-Soft Flowpack x 25 Un PRIFAMON;7790773008350;36
Toallitas Quitaesmalte Q-Soft x10 Un PRIFAMON;7790773008442;48
